"","Municipio","MUESTRA","UBICACIÓN","MUESTREO","GEOREFERENCIACIÓN","ÁREA.GEOGRAFICA","ANÁLISIS.EFECTUADO","SECTOR.AMBIENTAL","RESULTADOS","Picloram","Metomilo","Imazapir","Imidacloprid","Dimetoato","Atz-OH","Atz-desisopropil","Imazetapir","Imazapic","Pirimicarb","Aldicarb","Atz-desetil","Metsulfurón.Metil","Imazaquin","Alaclor","Diclorvos","Carbofuran","Metribuzin","Diclosulam","Carbaril","Metalaxil","Ametrina","Atrazina","Hidroxiatrazina","DEET","Flumioxazin","Paratión.metil","Fomesafen","Clorimurón.etil","Malatión","Epoxiconazol","Azoxystrobina","Triticonazol","Flurocloridona","Metolaclor","Acetoclor","Acetamiprid","Clorpirifos-Metil","Metconazol","Kresoxim.metil","Tebuconazol","Pirimifos.metil","Diazinon","Piperonil.butóxido","Clorpirifos","Tetrametrina","Aletrina","Pendimentalin","Dicamba","Fipronil","2,4-DB","2,4-D","Halauxifen-M","Glifosato","AMPA","Glufosinato","POCs","y-HCH","β-HCH","y-Chlordane","α-Chlordane","Endosulfán","α-Endosulfan","β-Endosulfan","Endosulfán.sulfato","p,p’-DDT","p,p’-DDE","p,p.́-DDD","Aldrin","Dieldrin","Eldrin","Heptacloro","Heptacloro.epóxido","Fluorocloridona","Dietil-toluamida","FECHA","LABORATORIO","INVESTIGADOR/A","SOLICITANTE.DEL.ESTUDIO","RESULTADOS","INFORME.|.PAPER","CITA.PAPER","COMENTARIO"
"45","Lobos","3.0","Salvador María y Loguercio","N°1 (INVIERNO/OTOÑO)","-35.30181418936649, -59.16876732369759","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,"<0,009 (µg/L)    ",NA,NA,NA,NA,NA,"0,002 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,004 (µg/L)  ",NA,NA,NA,NA,NA,"<0,005(µg/L)",NA,NA,"<0,0025 (µg/L)","<0,011 (µg/L)",NA,NA,NA,NA,NA,"<0,005 (µg/L)","<0,015 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"46","Lobos","3.0","Salvador María y Villa Loguercio","N°2 (PRIMAVERA/VERANO)","-35.30181418936649, -59.16876732369759","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,"0,007 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,05 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"47","Baradero","9.0","Plaza salita (CAPS) Alsina","UNICO","-33.907321657009696, -59.39312977231863","Zona urbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1,60 (µg/KG)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/22/2022","EEA INTA BALCARCE","Dra. Virginia Aparicio","R.E.L.E.A (En conjunto con otras organizaciones socioambientales de Baradero)","https://drive.google.com/file/d/1n33E9iRAztiCsW48d3XPgU22qKDIPFsh/view","https://drive.google.com/file/d/1fg5Eyb6R-RzPOap4kF5pa1fCfh7-c48x/view",NA,NA
"48","Baradero","10.0","Colonia Suiza","UNICO","-33.797325318995945, -59.524667299210456",NA,"Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,"51,2 (µg/Kg)                       
",NA,"6,1 (µg/Kg)  ",NA,"<0,30(µg/Kg)  ",NA,NA,NA,"<2,10  (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2 (µg/Kg) ",NA,NA,NA,NA,NA,NA,NA,"<0,80 (µg/KG)  ",NA,NA,"<0,30  (µg/KG)  ","1,1  (µg/KG)  ","5,4 (µg/KG)  ",NA,NA,NA,NA,"<0,20 (µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,3 (µg/Kg)  ",NA,"6,2 (µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/22/2022","EEA INTA BALCARCE","Dra. Virginia Aparicio","R.E.L.E.A (En conjunto con otras organizaciones socioambientales de Baradero)","https://drive.google.com/file/d/1n33E9iRAztiCsW48d3XPgU22qKDIPFsh/view","https://drive.google.com/file/d/1fg5Eyb6R-RzPOap4kF5pa1fCfh7-c48x/view",NA,NA
"49","Baradero","8.0","Tierras de fe (Lote 76)","UNICO","-33.85357417795476, -59.530032896263116","Zona periurbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,"<0,008 (µg/L)                    
",NA,NA,NA,NA,NA,"<0,003(µg/L)   ",NA,"<0,002(µg/L)   ",NA,NA,NA,NA,NA,NA,"<0,006(µg/L)  ",NA,"<0,004 (µg/L)   ",NA,"<0,004 (µg/L)   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,004 (µg/L)  ","<0,008  (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,"<0,0025 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/22/2022","EEA INTA BALCARCE","Dra. Virginia Aparicio","R.E.L.E.A (En conjunto con otras organizaciones socioambientales de Baradero)","https://drive.google.com/file/d/1n33E9iRAztiCsW48d3XPgU22qKDIPFsh/view","https://drive.google.com/file/d/1fg5Eyb6R-RzPOap4kF5pa1fCfh7-c48x/view",NA,NA
"50","Campana","1A","Barrios Los Pioneros","UNICO","-34.249843447814, -58.95329081639111","Zona periurbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,"0,001 (µg/L)",NA,"0,003 (µg/L)",NA,NA,NA,NA,NA,NA,"<0,0008 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,001 (µg/L)",NA,"<0,0006 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,01 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058680","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"51","Campana","2A","Barrios Los Pioneros","UNICO","-34.247129689925984, -58.96074771416351","Zona periurbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,"<0,0009 (µg/L)",NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)","<0,0005 (µg/L)",NA,NA,NA,NA,NA,NA,"<0,01 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058681","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"52","Campana","3A","Barrios Los Pioneros","UNICO","-34.25216723982643, -58.957864891130576","Zona periurbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,"0,01 (µg/L)",NA,"0,006 (µg/L)",NA,"<0,0008 (µg/L)",NA,NA,NA,NA,"<0,0008 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)",NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0005 (µg/L)",NA,NA,NA,NA,NA,NA,"0,04 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058682","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"53","Campana","4A","Barrio Parque Natura - Altos los cardales","UNICO","-34.313909728585486, -58.98333174166039","Zona periurbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,"0,006 (µg/L)",NA,"0,003 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,005 (µg/L)",NA,"<0,0006 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)",NA,"0,006 (µg/L)","0,012 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,18 (µg/L)",NA,"<0,1 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058683","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"54","Campana","5A","Barrio Parque Natura - Altos los cardales","UNICO","-34.31468068467614, -58.98447972713144","Zona periurbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,"<0,0009 (µg/L)",NA,"0,003 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,"0,12 (µg/L)",NA,"2,4 (µg/L)","0,1 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058684","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"55","Campana","1M","Barrios Los Pioneros","UNICO","-34.25624570864077, -58.954542563676604","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,"<0,5 (µg/Kg)",NA,"<0,3 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,1 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,5 (µg/Kg)","21,5 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058685","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"56","Campana","1Q","Barrios Los Pioneros","UNICO","-34.24762829372886, -58.95711428302239","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,"1 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 (µg/Kg)","4 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-19","EEA INTA Balcarce","Dra. Virginia Aparicio"," Pioneros por el Agua (Vecinos autoconvocados del barrio ""Los Pioneros"" - Campana)","https://docs.google.com/spreadsheets/d/1pVjg34h2Tde0qjEnekTkRGkDvPNa5H7M/edit#gid=161058686","https://drive.google.com/file/d/1_CvzMGmtCcXZqQDdTYMOourj-HkdKS3F/view",NA,NA
"57","Rosario, Santa Fe","1.0","Escuela N°1135 - ""Estanislao Lopez""","UNICO","-33.07627830818081, -60.70372507317017","Zona rural","Plaguicidas de uso actual","Agua","-------------------->",NA,NA,NA,"0,001 (µg/L)",NA,NA,NA,"<0,0004 (µg/L)",NA,NA,NA,"0,002 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,"<0,0004 (µg/L)",NA,"0,002 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,002 (µg/L)",NA,NA,NA,NA,NA,"<0,0005 (µg/L)  ","<0,0008 (µg/L)  ",NA,NA,NA,NA,NA,NA,"<0,009 (µg/L)  ",NA,"0,0025 (µg/L)  ","0,022 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-03","EEA INTA Balcarce","Dra. Virginia Aparicio","Asamblea la 18 (Asamblea contra los agrotóxicos - Santa Fé )","https://drive.google.com/file/d/1J29kKwOnnpBMh4q1sXRsLLxHbq3BhIsf/view"," ",NA,NA
"58","Rosario, Santa Fe","2.0","Barrio Los Pinos - ruta 18 km 11.5","UNICO","-33.127895295333566, -60.710960497060505","Zona urbana","Plaguicidas de uso actual","Agua","-------------------->",NA,NA,NA,"0,003 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"<0,0008 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,002 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,006 (µg/L)  ","0,002 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-03","EEA INTA Balcarce","Dra. Virginia Aparicio","Asamblea la 18 (Asamblea contra los agrotóxicos - Santa Fé )","https://drive.google.com/file/d/1J29kKwOnnpBMh4q1sXRsLLxHbq3BhIsf/view"," ",NA,NA
"59","Rosario, Santa Fe","3.0","Escuela N°126 - ""Miguel Azcuénaga""","UNICO","-33.15138540216459, -60.71684643063716","Zona rural","Plaguicidas de uso actual","Agua","-------------------->",NA,NA,NA,"0,004 (µg/L)",NA,"<0,0009 (µg/L)",NA,"<0,0004 (µg/L)",NA,NA,NA,"0,0015 (µg/L)",NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)",NA,NA,NA,"0,004 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,003 (µg/L)",NA,NA,NA,NA,NA,"<0,0005 (µg/L)  ",NA,NA,"<0,0008 (µg/L)  ",NA,NA,NA,NA,NA,"<0,0003 (µg/L)  ",NA,"0,007 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-03","EEA INTA Balcarce","Dra. Virginia Aparicio","Asamblea la 18 (Asamblea contra los agrotóxicos - Santa Fé )","https://drive.google.com/file/d/1J29kKwOnnpBMh4q1sXRsLLxHbq3BhIsf/view"," ",NA,NA
"60","Rosario, Santa Fe","4.0","Paraje el carmelo","UNICO","-33.14895996489052, -60.7220603673064","Zona rural","Plaguicidas de uso actual","Agua","-------------------->",NA,NA,"0,0013 (µg/L)","0,002 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"0,002 (µg/L)",NA,NA,NA,NA,"<0,0006 (µg/L)",NA,"<0,0006 (µg/L)",NA,"<0,0004 (µg/L)",NA,"0,003 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,004 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,009 (µg/L)  ",NA,"0,0024 (µg/L)  ","0,010 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-03","EEA INTA Balcarce","Dra. Virginia Aparicio","Asamblea la 18 (Asamblea contra los agrotóxicos - Santa Fé )","https://drive.google.com/file/d/1J29kKwOnnpBMh4q1sXRsLLxHbq3BhIsf/view"," ",NA,NA
"61","San Justo, Santa Fe","S1","San Justo - Puente sobre Río Salado ",NA,"-30.76818, -60.71387","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023.0",NA,NA,NA,NA,"6 - 2023. (-) Lajmanovich, R. Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River ... high concentrations of polar herbicides.pdf","Dato recuperado del articulo: Lajmanovich, R. et al. (2023). Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River (South America): First record of high concentrations of polar herbicides. Science of the Total Environment 870 (2023) 162019. Laboratorio de Ecotoxicología, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional del Litoral, Santa Fe, Argentina. http://dx.doi.org/10.1016/j.scitotenv.2023.162020",NA
"62","Santa Fe Capital, Santa Fe","S2","Recreo - Puente sobre Río Salado ",NA,"-31.446, -60.78445","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023.0",NA,NA,NA,NA,"6 - 2023. (-) Lajmanovich, R. Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River ... high concentrations of polar herbicides.pdf","Dato recuperado del articulo: Lajmanovich, R. et al. (2023). Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River (South America): First record of high concentrations of polar herbicides. Science of the Total Environment 870 (2023) 162019. Laboratorio de Ecotoxicología, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional del Litoral, Santa Fe, Argentina. http://dx.doi.org/10.1016/j.scitotenv.2023.162021",NA
"63","Santa Fe Capital, Santa Fe","S3","Recreo - Puente sobre Río Salado ",NA,"-31.55259, -60.76627","Zona urbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023.0",NA,NA,NA,NA,"6 - 2023. (-) Lajmanovich, R. Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River ... high concentrations of polar herbicides.pdf","Dato recuperado del articulo: Lajmanovich, R. et al. (2023). Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River (South America): First record of high concentrations of polar herbicides. Science of the Total Environment 870 (2023) 162019. Laboratorio de Ecotoxicología, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional del Litoral, Santa Fe, Argentina. http://dx.doi.org/10.1016/j.scitotenv.2023.162022",NA
"64","Santa Fe Capital, Santa Fe","S4","Santo Tome - Puente sobre Río Salado ",NA,"-31.65852, -60.75683","Zona urbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24 (μg/kg)","20 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023.0",NA,NA,NA,NA,"6 - 2023. (-) Lajmanovich, R. Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River ... high concentrations of polar herbicides.pdf","Dato recuperado del articulo: Lajmanovich, R. et al. (2023). Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River (South America): First record of high concentrations of polar herbicides. Science of the Total Environment 870 (2023) 162019. Laboratorio de Ecotoxicología, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional del Litoral, Santa Fe, Argentina. http://dx.doi.org/10.1016/j.scitotenv.2023.162023",NA
"65","Santa Fe Capital, Santa Fe","S5","Capital - Puente sobre Río Salado ",NA,"-31.67606, -60.73306","Zona urbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023.0",NA,NA,NA,NA,"6 - 2023. (-) Lajmanovich, R. Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River ... high concentrations of polar herbicides.pdf","Dato recuperado del articulo: Lajmanovich, R. et al. (2023). Cocktails of pesticide residues in Prochilodus lineatus fish of the Salado River (South America): First record of high concentrations of polar herbicides. Science of the Total Environment 870 (2023) 162019. Laboratorio de Ecotoxicología, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional del Litoral, Santa Fe, Argentina. http://dx.doi.org/10.1016/j.scitotenv.2023.162024",NA
"66","Necochea","0 – 5 cm (Sembrado)","Rio Quequén Grande",NA,"-38.18210016152581, -59.24242381959074","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-132 (μg/kg)",NA,NA,"0,28 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"67",NA,"0 – 5 cm (Sembrado)","Sudeste Bonaerense",NA,NA,NA,"Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-1502 (μg/kg)","229-2256 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1A6_pEcQ4I7DKAqpJ9b-ak4a7CdsvK8p2/view","Dato recuperado del articulo: Aparicio, V. et al. (2013). Environmental fate of glyphosate and aminomethylphosphonic acid in surface waters and soil of agricultural basins. Chemosphere 93, 1866–1873.",NA
