"","Municipio","MUESTRA","UBICACIÓN","MUESTREO","GEOREFERENCIACIÓN","ÁREA.GEOGRAFICA","ANÁLISIS.EFECTUADO","SECTOR.AMBIENTAL","RESULTADOS","Picloram","Metomilo","Imazapir","Imidacloprid","Dimetoato","Atz-OH","Atz-desisopropil","Imazetapir","Imazapic","Pirimicarb","Aldicarb","Atz-desetil","Metsulfurón.Metil","Imazaquin","Alaclor","Diclorvos","Carbofuran","Metribuzin","Diclosulam","Carbaril","Metalaxil","Ametrina","Atrazina","Hidroxiatrazina","DEET","Flumioxazin","Paratión.metil","Fomesafen","Clorimurón.etil","Malatión","Epoxiconazol","Azoxystrobina","Triticonazol","Flurocloridona","Metolaclor","Acetoclor","Acetamiprid","Clorpirifos-Metil","Metconazol","Kresoxim.metil","Tebuconazol","Pirimifos.metil","Diazinon","Piperonil.butóxido","Clorpirifos","Tetrametrina","Aletrina","Pendimentalin","Dicamba","Fipronil","2,4-DB","2,4-D","Halauxifen-M","Glifosato","AMPA","Glufosinato","POCs","y-HCH","β-HCH","y-Chlordane","α-Chlordane","Endosulfán","α-Endosulfan","β-Endosulfan","Endosulfán.sulfato","p,p’-DDT","p,p’-DDE","p,p.́-DDD","Aldrin","Dieldrin","Eldrin","Heptacloro","Heptacloro.epóxido","Fluorocloridona","Dietil-toluamida","FECHA","LABORATORIO","INVESTIGADOR/A","SOLICITANTE.DEL.ESTUDIO","RESULTADOS","INFORME.|.PAPER","CITA.PAPER","COMENTARIO"
"117","Mar Chiquita","MAR CHIQUITA - S3 PLAYA D","Playa Dorada","Informe MPS - 3 de Mar.","-37.870644, -57.523359","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,4  ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-3 mar MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"118","General Pueyrredon","ZONA LA PERLA","Mar del Plata, La Perla","Informe MPS - 3 de Mar.","-37.982697, -57.551780","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23,9  ng/m²/d",NA,NA,NA,NA,NA,NA,NA,"34,3  ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-3 mar MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"119","Mar Chiquita","ZONA MAR CHIQUITA - S1 - LA CALETA","La Caleta","Informe MPS - 3 de Mar.","-37.780947, -57.472237","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,3  ng/m²/d",NA,NA,"1,8  ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-3 mar MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"120","General Pueyrredon","ZONA PUERTO - EL ENVION","Mar del Plata, Puerto","Informe MPS - 3 de Mar.","-38.040152, -57.555672","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,4 ng/m²/d",NA,NA,"2,2 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-3 mar MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"121","Mar Chiquita","MAR CHIQUITA - S3 CAMET NORTE","Camet Norte","Informe MPS - 3 de Mar.","-37.821205, -57.496179","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-3 mar MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"122","Mar Chiquita","A1 - SYCO","Santa Clara del Mar, Canilla publica SYCO","Informe Aguas - 3 de Mar.","-37.833668, -57.506715","Zona Urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,3 (μg/L)",NA,NA,NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,"0,11 (μg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,12  (μg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -3 mar MC.pdf",NA,NA,"D.N.C: Detectado no cuatificable"
"123","Mar Chiquita","A1 - SYCO","Santa Clara del Mar, Canilla publica SYCO","Informe Aguas - 3 de Mar.","-37.833668, -57.506715","Zona Urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"--/05/2022","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -3 mar MC.pdf",NA,NA,NA
"124","Mar Chiquita","A2-CM","Camet Norte,  Casa frente a los campos","Informe Aguas - 3 de Mar.","-37.817037, -57.502480","Zona Urbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,"D.N.C",NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,"D.N.C",NA,NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -3 mar MC.pdf",NA,NA,"D.N.C: Detectado no cuatificable"
"125","Mar Chiquita","A3-ES","Mar de Cobo, Escuela Secundaria ","Informe Aguas - 3 de Mar.","-37.773085, -57.453485","Zona Urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,"D.N.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -3 mar MC.pdf",NA,NA,"D.N.C: Detectado no cuatificable"
"126","Mar Chiquita","Mar de Cobo","Mar de Cobo, Escuela Secundaria ",NA,"-37.773085, -57.453485","Zona Urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -2 dic MC.pdf",NA,NA,NA
"127","Mar Chiquita","Santa Clara","Santa Clara del Mar, Canilla publica SYCO",NA,"-37.833668, -57.506715","Zona Urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.N.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -2 dic MC.pdf",NA,NA,"D.N.C: Detectado no cuatificable"
"128","Mar Chiquita","Camet Norte","Camet Norte,  Casa frente a los campos",NA,"-37.817037, -57.502480","Zona Urbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe aguas -2 dic MC.pdf",NA,NA,NA
"129","Mar Chiquita","Lluvia 17/8 I","Coronel Vidal",NA,"-37.4091426, -57.5821107","Zona Rural","Plaguicidas de uso actual","Agua de Lluvia","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0.0008 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,008 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,031 (µg/L)",NA,NA,NA,NA,NA,"<0.0005 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,025 (µg/L)",NA,"0,11 (µg/L)","0,42 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-26","EEA INTA Balcarce","Dra. Virginia Aparicio","Amartya Cultura Regenerativa","Informe 868-871 AMARTYA.xlsx","Informe 868-871 AMARTYA.pdf",NA,NA
"130","Mar Chiquita","Cisterna 17/8 II","Coronel Vidal",NA,"-37.4088420, -57.5824973","Zona Rural","Plaguicidas de uso actual","Agua de Lluvia","-------------------->",NA,NA,"0,035 (µg/L)",NA,NA,"0,0015 (µg/L)",NA,"0,0016 (µg/L)","0,153 (µg/L)",NA,NA,"0,008 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,022 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,039 (µg/L)",NA,NA,NA,NA,NA,"<0.0005 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,39 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-26","EEA INTA Balcarce","Dra. Virginia Aparicio","Amartya Cultura Regenerativa","Informe 868-871 AMARTYA.xlsx","Informe 868-871 AMARTYA.pdf",NA,"*Agua de Cisterna"
"131","Mar Chiquita","Molino 17/8 III","Coronel Vidal",NA,"-37.4119959, -57.5822629","Zona Rural","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,"0,0012 (µg/L)",NA,NA,"0,002 (µg/L)",NA,NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,026 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-26","EEA INTA Balcarce","Dra. Virginia Aparicio","Amartya Cultura Regenerativa","Informe 868-871 AMARTYA.xlsx","Informe 868-871 AMARTYA.pdf",NA,NA
"132","Mar Chiquita","Cnel Vidal 23/8","Coronel Vidal",NA,"-37.4484344, -57.7291135","Zona Rural","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,"<0.0004 (µg/L)",NA,NA,NA,NA,"<0.0004 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0.0004 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,012 (µg/L)",NA,"<0.001 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-26","EEA INTA Balcarce","Dra. Virginia Aparicio","Amartya Cultura Regenerativa","Informe 868-871 AMARTYA.xlsx","Informe 868-871 AMARTYA.pdf",NA,NA
